class	hgvs_pos	Regions	Rule	Guidelines	Outcome
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-6	PPT	DA5	Auxiliary	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-6	PPT	DA5	Auxiliary	('Intron retention',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBNormal	-12	PPT	DA9	Auxiliary	None
SVDBSplice	-5	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-43	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-11	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-21	PPT-Branchpoint	DA1	Auxiliary	None
SVDBNormal	-40	Branchpoint	DA1	Auxiliary	None
SVDBNormal	-9	PPT	DA9	Standard	None
SVDBNormal	-11	PPT	DA9	Auxiliary	None
SVDBNormal	-15	PPT-Branchpoint	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-8	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon extension', 'Exon skipping')
SVDBNormal	-27	Branchpoint	DA7	Context	None
SVDBNormal	-39	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	None
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-3	Acceptor	DA4	Standard	('Intron retention',)
SVDBNormal	-22	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-23	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-30	Branchpoint	DA1	Creation	None
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-8	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-3	Acceptor	DA4	Context	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-27	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-29	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension', 'Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBNormal	-8	PPT	DA9	Standard	None
SVDBNormal	-14	PPT	DA9	Auxiliary	None
SVDBNormal	-27	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-28	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-30	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-35	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-49	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-12	PPT	DA9	Auxiliary	None
SVDBNormal	-14	PPT	DA9	Auxiliary	None
SVDBNormal	-18	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-25	Branchpoint	DA1	Auxiliary	None
SVDBNormal	-28	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-31	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-43	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-7	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-8	PPT	DA1	Standard	('Exon extension',)
SVDBNormal	-44	Branchpoint	DA1	Creation	None
SVDBNormal	-39	Branchpoint	DA1	Creation	None
SVDBNormal	-16	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-15	PPT-Branchpoint	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-3	Acceptor	DA4	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-25	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-32	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-17	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-16	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBSplice	-5	PPT	DA1	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-4	PPT	DA8	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension', 'Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-9	PPT	DA9	Context	None
SVDBNormal	-21	PPT-Branchpoint	DA7	Context	None
SVDBNormal	-32	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-34	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-36	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBNormal	-27	Branchpoint	DA1	Auxiliary	None
SVDBSplice	-13	PPT	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBNormal	-8	PPT	DA9	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-23	PPT-Branchpoint	DA1	Creation	None
SVDBNormal	-21	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-7	PPT	DA9	Auxiliary	None
SVDBNormal	-40	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-8	PPT	DA9	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBSplice	-5	PPT	DA5	Auxiliary	('Intron retention',)
SVDBSplice	-6	PPT	DA5	Standard	('Exon skipping',)
SVDBSplice	-3	Acceptor	DA3	Standard	('Exon skipping',)
SVDBSplice	-23	PPT-Branchpoint	DA1	Auxiliary	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-6	PPT	DA1	Standard	('Exon extension', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-10	PPT	DA1	Standard	('Exon truncation',)
SVDBSplice	-50	Branchpoint	DA7	Auxiliary	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-26	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-36	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-41	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-37	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-42	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-37	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-35	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-33	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBNormal	-40	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-11	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-45	Branchpoint	DA1	Auxiliary	None
SVDBNormal	-23	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-19	PPT-Branchpoint	DA9	Context	None
SVDBNormal	-17	PPT-Branchpoint	DA9	Context	None
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-43	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-42	Branchpoint	DA1	Auxiliary	None
SVDBNormal	-36	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-29	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-28	Branchpoint	DA7	Context	None
SVDBNormal	-25	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-12	PPT	DA9	Standard	None
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-7	PPT	DA9	Standard	None
SVDBNormal	-22	PPT-Branchpoint	DA7	Context	None
SVDBNormal	-31	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-33	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBNormal	-25	Branchpoint	DA1	Creation	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-33	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-35	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-16	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-17	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-30	Branchpoint	DA7	Standard	None
SVDBSplice	-3	Acceptor	DA3	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-29	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-10	PPT	DA9	Auxiliary	None
SVDBNormal	-11	PPT	DA9	Auxiliary	None
SVDBNormal	-23	PPT-Branchpoint	DA1	Auxiliary	None
SVDBNormal	-34	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-35	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-37	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-40	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-50	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBNormal	-32	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-3	Acceptor	DA3	Context	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-24	PPT-Branchpoint	DA9	Context	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-28	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-36	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-37	Branchpoint	DA1	Creation	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-31	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-4	PPT	DA8	Standard	('Intron retention',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-8	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon skipping',)
SVDBNormal	-33	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-5	PPT	DA5	Auxiliary	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-13	PPT	DA9	Auxiliary	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-39	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-34	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-20	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-31	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-32	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-21	PPT-Branchpoint	DA1	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation', 'Intron retention')
SVDBSplice	-6	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	-3	Acceptor	DA3	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-20	PPT-Branchpoint	DA1	Context	('Exon extension',)
SVDBSplice	-3	Acceptor	DA3	Standard	('Exon skipping',)
SVDBSplice	-3	Acceptor	DA1	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-5	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation', 'Intron retention')
SVDBNormal	-50	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-15	PPT-Branchpoint	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-3	Acceptor	DA3	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-16	PPT-Branchpoint	DA1	Context	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-18	PPT-Branchpoint	DA9	Context	None
SVDBNormal	-20	PPT-Branchpoint	DA9	Context	None
SVDBNormal	-31	Branchpoint	DA7	Context	None
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon truncation',)
SVDBSplice	-10	PPT	DA1	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-16	PPT-Branchpoint	DA1	Context	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBNormal	-17	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-47	Branchpoint	DA7	Auxiliary	('Exon extension',)
SVDBNormal	-18	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-21	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-24	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-35	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-21	PPT-Branchpoint	DA1	Auxiliary	None
SVDBNormal	-5	PPT	DA5	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-11	PPT	DA9	Auxiliary	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBNormal	-13	PPT	DA9	Context	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	-1	Acceptor	DA2	Standard	('Intron retention',)
SVDBNormal	-20	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-32	Branchpoint	DA7	Context	None
SVDBNormal	-35	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-39	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-40	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping', 'Exon truncation', 'Intron retention')
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBNormal	-18	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-2	Acceptor	DA2	Standard	None
SVDBSplice	-3	Acceptor	DA3	Standard	('Intron retention',)
SVDBSplice	-3	Acceptor	DA3	Context	('Exon skipping',)
SVDBNormal	-12	PPT	DA9	Standard	None
SVDBNormal	-15	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-20	PPT-Branchpoint	DA9	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-7	PPT	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-8	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-4	PPT	DA8	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBNormal	-32	Branchpoint	DA7	Auxiliary	None
SVDBNormal	-25	Branchpoint	DA7	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	None
SVDBNormal	-9	PPT	DA9	Standard	None
SVDBNormal	-16	PPT-Branchpoint	DA9	Standard	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-3	Acceptor	DA4	Standard	('Exon truncation',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-5	PPT	DA1	Standard	('Exon extension',)
SVDBNormal	-15	PPT-Branchpoint	DA9	Auxiliary	None
SVDBNormal	-20	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-24	PPT-Branchpoint	DA9	Standard	None
SVDBNormal	-6	PPT	DA5	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon skipping',)
SVDBSplice	-5	PPT	DA1	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation',)
SVDBSplice	-3	Acceptor	DA4	Standard	None
SVDBSplice	-24	PPT-Branchpoint	DA9	Context	None
SVDBSplice	-25	Branchpoint	DA1	Auxiliary	None
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon extension',)
SVDBSplice	-1	Acceptor	DA2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	-2	Acceptor	DA2	Standard	('Exon truncation',)
SVDBNormal	-5	PPT	DA5	Auxiliary	None
SVDBNormal	-11	PPT	DA9	Context	None
SVDBNormal	-26	Branchpoint	DA7	Auxiliary	None
